Subject,Predicate,Object,Evidence
a(TEXT:Tocilizumab),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Tocilizumab inhibits SARS Virus.
a(TEXT:Tocilizumab),decreases,bp(MESH:D013577 ! Syndrome),Tocilizumab inhibits Middle East Respiratory Syndrome Coronavirus.
a(TEXT:Tocilizumab),decreases,a(TEXT:"Nipah Virus"),Tocilizumab inhibits Nipah Virus.
a(CHEBI:15365 ! "acetylsalicylic acid"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Acetylsalicylic acid inhibits SARS Virus.
a(CHEBI:15365 ! "acetylsalicylic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Acetylsalicylic acid inhibits SARS-CoV-2.
a(CHEBI:49662 ! indometacin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Indometacin inhibits SARS Virus.
a(CHEBI:49662 ! indometacin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Indometacin inhibits SARS-CoV-2.
a(CHEBI:33567 ! catecholamine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Catecholamine inhibits SARS-CoV-2.
a(CHEBI:8364 ! prazosin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Prazosin inhibits SARS-CoV-2.
a(CHEBI:7772 ! omeprazole),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Omeprazole inhibits SARS-CoV-2.
a(CHEBI:7772 ! omeprazole),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Omeprazole inhibits SARS Virus.
a(CHEBI:28593 ! quinidine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Quinidine inhibits SARS-CoV-2.
p(UP:P00974 ! P00974),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Aprotinin inhibits SARS Virus.
p(UP:P00974 ! P00974),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Aprotinin inhibits SARS-CoV-2.
p(UP:P00974 ! P00974),decreases,a(TEXT:"Zika Virus"),Aprotinin inhibits Zika Virus.
p(HGNC:9753 ! QPCT),increases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),EC 3.6.3.10 (H(+)/K(+)-exchanging ATPase) inhibitor inhibits SARS Virus.
p(HGNC:9753 ! QPCT),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),EC 2.7.7.49 (RNA-directed DNA polymerase) inhibitor inhibits SARS Virus.
p(HGNC:9753 ! QPCT),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),EC 2.5.1.58 (protein farnesyltransferase) inhibitor inhibits SARS Virus.
p(HGNC:9753 ! QPCT),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),EC 1.14.99.1 (prostaglandin-endoperoxide synthase) inhibitor inhibits SARS Virus.
p(HGNC:9753 ! QPCT),increases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),EC 2.7.11.24 (mitogen-activated protein kinase) inhibitor inhibits SARS Virus.
p(HGNC:9753 ! QPCT),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),EC 1.13.11.52 (indoleamine 2,3-dioxygenase) inhibitor inhibits SARS Virus.
p(HGNC:9753 ! QPCT),increases,bp(MESH:C000656484 ! SARS-CoV-2),EC 3.6.3.10 (H(+)/K(+)-exchanging ATPase) inhibitor inhibits SARS-CoV-2.
p(HGNC:9753 ! QPCT),increases,bp(MESH:C000656484 ! SARS-CoV-2),EC 2.7.1.127 (inositol-trisphosphate 3-kinase) inhibitor inhibits SARS-CoV-2.
p(HGNC:9753 ! QPCT),decreases,bp(MESH:C000656484 ! SARS-CoV-2),EC 2.4.1.80 (ceramide glucosyltransferase) inhibitor inhibits SARS-CoV-2.
p(HGNC:9753 ! QPCT),increases,bp(MESH:C000656484 ! SARS-CoV-2),EC 2.7.12.2 (mitogen-activated protein kinase kinase) inhibitor inhibits SARS-CoV-2.
p(HGNC:9753 ! QPCT),increases,bp(MESH:C000656484 ! SARS-CoV-2),EC 2.7.10.2 (non-specific protein-tyrosine kinase) inhibitor inhibits SARS-CoV-2.
p(HGNC:9753 ! QPCT),increases,bp(MESH:C000656484 ! SARS-CoV-2),EC 2.7.10.1 (receptor protein-tyrosine kinase) inhibitor inhibits SARS-CoV-2.
p(HGNC:9753 ! QPCT),increases,bp(MESH:C000656484 ! SARS-CoV-2),EC 1.3.1.22 [3-oxo-5alpha-steroid 4-dehydrogenase (NADP(+))] inhibitor inhibits SARS-CoV-2.
p(HGNC:9753 ! QPCT),increases,bp(MESH:C000656484 ! SARS-CoV-2),EC 3.1.4.35 (3',5'-cyclic-GMP phosphodiesterase) inhibitor inhibits SARS-CoV-2.
p(HGNC:9753 ! QPCT),increases,bp(MESH:C000656484 ! SARS-CoV-2),EC 3.6.3.44 (xenobiotic-transporting ATPase) inhibitor inhibits SARS-CoV-2.
p(HGNC:9753 ! QPCT),decreases,bp(MESH:C000656484 ! SARS-CoV-2),EC 1.3.98.1 [dihydroorotate oxidase (fumarate)] inhibitor inhibits SARS-CoV-2.
p(HGNC:9753 ! QPCT),decreases,bp(MESH:C000656484 ! SARS-CoV-2),EC 3.1.4.17 (3',5'-cyclic-nucleotide phosphodiesterase) inhibitor inhibits SARS-CoV-2.
p(HGNC:9753 ! QPCT),increases,bp(MESH:D012295 ! "Rift Valley Fever"),EC 2.7.11.24 (mitogen-activated protein kinase) inhibitor inhibits Rift Valley fever virus.
p(HGNC:9753 ! QPCT),increases,bp(MESH:D012295 ! "Rift Valley Fever"),EC 2.7.10.1 (receptor protein-tyrosine kinase) inhibitor inhibits Rift Valley fever virus.
p(HGNC:9753 ! QPCT),decreases,bp(MESH:D013577 ! Syndrome),EC 3.6.3.10 (H(+)/K(+)-exchanging ATPase) inhibitor inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:16480 ! "nitric oxide"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Nitric oxide inhibits SARS-CoV-2.
a(CHEBI:16480 ! "nitric oxide"),decreases,bp(MESH:D013577 ! Syndrome),Nitric oxide inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:16480 ! "nitric oxide"),decreases,bp(MESH:D006505 ! Hepatitis),Nitric oxide inhibits Murine hepatitis virus.
a(CHEBI:7496 ! nelfinavir),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Nelfinavir inhibits SARS-CoV-2.
a(CHEBI:7496 ! nelfinavir),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Nelfinavir inhibits SARS Virus.
a(CHEBI:7496 ! nelfinavir),decreases,bp(MESH:D013577 ! Syndrome),Nelfinavir inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:28748 ! doxorubicin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Doxorubicin inhibits SARS-CoV-2.
a(CHEBI:28748 ! doxorubicin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Doxorubicin inhibits SARS Virus.
a(CHEBI:45863 ! paclitaxel),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Paclitaxel inhibits SARS-CoV-2.
a(CHEBI:17158 ! methylglyoxal),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Methylglyoxal inhibits SARS-CoV-2.
a(CHEBI:9334 ! sulfasalazine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Sulfasalazine inhibits SARS-CoV-2.
a(CHEBI:27300 ! "vitamin D"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Vitamin D inhibits SARS-CoV-2.
a(CHEBI:27300 ! "vitamin D"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Vitamin D inhibits SARS Virus.
a(CHEBI:27300 ! "vitamin D"),decreases,a(TEXT:"Nipah Virus"),Vitamin D inhibits Nipah Virus.
a(CHEBI:31360 ! Carmofur),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Carmofur inhibits SARS-CoV-2.
a(CHEBI:28544 ! digitoxin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Digitoxin inhibits SARS-CoV-2.
a(CHEBI:2663 ! amiodarone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Amiodarone inhibits SARS-CoV-2.
a(CHEBI:2663 ! amiodarone),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Amiodarone inhibits SARS Virus.
a(CHEBI:5118 ! fluoxetine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Fluoxetine inhibits SARS-CoV-2.
a(CHEBI:5118 ! fluoxetine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Fluoxetine inhibits SARS Virus.
a(CHEBI:7640 ! nortriptyline),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Nortriptyline inhibits SARS-CoV-2.
a(CHEBI:9123 ! sertraline),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Sertraline inhibits SARS-CoV-2.
a(CHEBI:9948 ! verapamil),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Verapamil inhibits SARS-CoV-2.
a(CHEBI:9948 ! verapamil),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Verapamil inhibits SARS Virus.
a(CHEBI:2979 ! baicalein),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Baicalein inhibits SARS-CoV-2.
a(CHEBI:2979 ! baicalein),decreases,a(TEXT:"Zika Virus"),Baicalein inhibits Zika Virus.
p(FPLX:Interferon ! Interferon),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Interferon inhibits SARS-CoV-2.
p(FPLX:Interferon ! Interferon),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Interferon alfa-2b inhibits SARS-CoV-2.
p(FPLX:Interferon ! Interferon),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Interferon alfa-2b inhibits SARS Virus.
p(FPLX:Interferon ! Interferon),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Interferon alfacon-1 inhibits SARS Virus.
p(FPLX:Interferon ! Interferon),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Interferon alfacon-1 inhibits Rift Valley fever virus.
a(TEXT:Analgesics),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Analgesics inhibits SARS-CoV-2.
a(TEXT:Analgesics),decreases,a(TEXT:"Zika Virus"),Analgesics inhibits Zika Virus.
a(TEXT:Analgesics),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Analgesics inhibits SARS Virus.
a(CHEBI:6078 ! ivermectin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ivermectin inhibits SARS-CoV-2.
a(CHEBI:6078 ! ivermectin),decreases,a(TEXT:"Zika Virus"),Ivermectin inhibits Zika Virus.
a(CHEBI:6078 ! ivermectin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Ivermectin inhibits SARS Virus.
a(CHEBI:5855 ! ibuprofen),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ibuprofen inhibits SARS-CoV-2.
a(CHEBI:5855 ! ibuprofen),decreases,a(TEXT:"Zika Virus"),Ibuprofen inhibits Zika Virus.
a(CHEBI:5855 ! ibuprofen),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Ibuprofen inhibits SARS Virus.
a(CHEBI:7476 ! naproxen),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Naproxen inhibits SARS-CoV-2.
a(CHEBI:6827 ! methicillin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Methicillin inhibits SARS-CoV-2.
a(CHEBI:6827 ! methicillin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Methicillin inhibits SARS Virus.
a(CHEBI:6827 ! methicillin),decreases,bp(MESH:D013577 ! Syndrome),Methicillin inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:2981 ! baicalin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Baicalin inhibits SARS-CoV-2.
a(CHEBI:2981 ! baicalin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Baicalin inhibits SARS Virus.
a(CHEBI:2981 ! baicalin),decreases,a(TEXT:"Zika Virus"),Baicalin inhibits Zika Virus.
a(CHEBI:2674 ! amodiaquine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Amodiaquine inhibits SARS-CoV-2.
a(CHEBI:3752 ! clomiphene),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Clomiphene inhibits SARS-CoV-2.
a(CHEBI:2922 ! auranofin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Auranofin inhibits SARS-CoV-2.
a(CHEBI:2922 ! auranofin),decreases,a(TEXT:"Zika Virus"),Auranofin inhibits Zika Virus.
a(CHEBI:31624 ! fluorescein),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Fluorescein inhibits SARS-CoV-2.
a(CHEBI:31624 ! fluorescein),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Fluorescein inhibits Rift Valley fever virus.
a(CHEBI:31624 ! fluorescein),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Fluorescein inhibits SARS Virus.
a(CHEBI:31624 ! fluorescein),decreases,a(TEXT:"Zika Virus"),Fluorescein inhibits Zika Virus.
a(CHEBI:32016 ! pirfenidone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Pirfenidone inhibits SARS-CoV-2.
a(CHEBI:16494 ! "lipoic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Lipoic acid inhibits SARS-CoV-2.
a(TEXT:"Akt inhibitor"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Akt inhibitor inhibits SARS-CoV-2.
a(CHEBI:16610 ! spermidine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Spermidine inhibits SARS-CoV-2.
a(CHEBI:16610 ! spermidine),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Spermidine inhibits Rift Valley fever virus.
a(CHEBI:63609 ! mefloquine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Mefloquine inhibits SARS-CoV-2.
a(CHEBI:35701 ! ester),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Acetic acid [2-[[(5-nitro-2-thiazolyl)amino]-oxomethyl]phenyl] ester inhibits SARS-CoV-2.
a(CHEBI:35701 ! ester),decreases,bp(MESH:D013577 ! Syndrome),Acetic acid [2-[[(5-nitro-2-thiazolyl)amino]-oxomethyl]phenyl] ester inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:35701 ! ester),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Acetic acid [2-[[(5-nitro-2-thiazolyl)amino]-oxomethyl]phenyl] ester inhibits SARS Virus.
a(CHEBI:35701 ! ester),decreases,bp(MESH:D006505 ! Hepatitis),Acetic acid [2-[[(5-nitro-2-thiazolyl)amino]-oxomethyl]phenyl] ester inhibits Murine hepatitis virus.
a(CHEBI:15366 ! "acetic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Acetic acid [2-[[(5-nitro-2-thiazolyl)amino]-oxomethyl]phenyl] ester inhibits SARS-CoV-2.
a(CHEBI:15366 ! "acetic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Acetic acid inhibits SARS-CoV-2.
a(CHEBI:15366 ! "acetic acid"),decreases,bp(MESH:D013577 ! Syndrome),Acetic acid [2-[[(5-nitro-2-thiazolyl)amino]-oxomethyl]phenyl] ester inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:15366 ! "acetic acid"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Acetic acid [2-[[(5-nitro-2-thiazolyl)amino]-oxomethyl]phenyl] ester inhibits SARS Virus.
a(CHEBI:15366 ! "acetic acid"),decreases,bp(MESH:D006505 ! Hepatitis),Acetic acid [2-[[(5-nitro-2-thiazolyl)amino]-oxomethyl]phenyl] ester inhibits Murine hepatitis virus.
a(CHEBI:27632 ! acetophenone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Acetic acid [2-[[(5-nitro-2-thiazolyl)amino]-oxomethyl]phenyl] ester inhibits SARS-CoV-2.
a(CHEBI:27632 ! acetophenone),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Acetophenone inhibits SARS Virus.
a(CHEBI:27632 ! acetophenone),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Acetic acid [2-[[(5-nitro-2-thiazolyl)amino]-oxomethyl]phenyl] ester inhibits SARS Virus.
a(CHEBI:27632 ! acetophenone),decreases,bp(MESH:D013577 ! Syndrome),Acetic acid [2-[[(5-nitro-2-thiazolyl)amino]-oxomethyl]phenyl] ester inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:27632 ! acetophenone),decreases,bp(MESH:D006505 ! Hepatitis),Acetic acid [2-[[(5-nitro-2-thiazolyl)amino]-oxomethyl]phenyl] ester inhibits Murine hepatitis virus.
a(CHEBI:9329 ! sulfadoxine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Sulfadoxine inhibits SARS-CoV-2.
a(CHEBI:63628 ! tipranavir),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Tipranavir inhibits SARS-CoV-2.
a(CHEBI:63628 ! tipranavir),decreases,a(TEXT:"Zika Virus"),Tipranavir inhibits Zika Virus.
a(CHEBI:63628 ! tipranavir),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Tipranavir inhibits SARS Virus.
a(CHEBI:50249 ! anticoagulant),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Anticoagulant inhibits SARS-CoV-2.
a(CHEBI:50249 ! anticoagulant),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Anticoagulant inhibits SARS Virus.
p(HGNC:6000 ! IL1RN),decreases,bp(MESH:C000656484 ! SARS-CoV-2),IL1RN inhibits SARS-CoV-2.
p(HGNC:6000 ! IL1RN),decreases,a(TEXT:"Zika Virus"),IL1RN inhibits Zika Virus.
a(CHEBI:16336 ! "hyaluronic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Hyaluronic acid inhibits SARS-CoV-2.
a(CHEBI:16336 ! "hyaluronic acid"),decreases,bp(MESH:D013577 ! Syndrome),Hyaluronic acid inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:68534 ! enzalutamide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Enzalutamide inhibits SARS-CoV-2.
a(CHEBI:135466 ! nafamostat),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Nafamostat inhibits SARS-CoV-2.
a(CHEBI:135466 ! nafamostat),decreases,bp(MESH:D013577 ! Syndrome),Nafamostat inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:135466 ! nafamostat),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Nafamostat inhibits SARS Virus.
a(CHEBI:3696 ! "cidofovir anhydrous"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Cidofovir anhydrous inhibits SARS Virus.
a(CHEBI:3696 ! "cidofovir anhydrous"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Cidofovir anhydrous inhibits SARS-CoV-2.
a(CHEBI:3696 ! "cidofovir anhydrous"),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Cidofovir anhydrous inhibits Rift Valley fever virus.
a(CHEBI:31536 ! emtricitabine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Emtricitabine inhibits SARS Virus.
a(CHEBI:31536 ! emtricitabine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Emtricitabine inhibits SARS-CoV-2.
a(CHEBI:63581 ! stavudine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Stavudine inhibits SARS Virus.
a(CHEBI:63581 ! stavudine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Stavudine inhibits SARS-CoV-2.
a(CHEBI:63635 ! valganciclovir),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Valganciclovir inhibits SARS Virus.
a(CHEBI:63635 ! valganciclovir),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Valganciclovir inhibits SARS-CoV-2.
a(CHEBI:18723 ! nicotine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Nicotine inhibits SARS-CoV-2.
a(CHEBI:18723 ! nicotine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Nicotine inhibits SARS Virus.
a(CHEBI:39867 ! "valproic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Valproic acid inhibits SARS-CoV-2.
a(CHEBI:39867 ! "valproic acid"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Valproic acid inhibits SARS Virus.
p(HGNC:24187 ! CABIN1),decreases,bp(MESH:C000656484 ! SARS-CoV-2),CABIN1 inhibits SARS-CoV-2.
a(CHEBI:45327 ! "adenine arabinoside"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Adenine arabinoside inhibits SARS-CoV-2.
a(CHEBI:45327 ! "adenine arabinoside"),decreases,bp(MESH:D013577 ! Syndrome),Adenine arabinoside inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:27584 ! aldosterone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Aldosterone inhibits SARS-CoV-2.
a(CHEBI:22652 ! "ascorbic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ascorbic acid inhibits SARS-CoV-2.
a(CHEBI:22652 ! "ascorbic acid"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Ascorbic acid inhibits SARS Virus.
a(CHEBI:22652 ! "ascorbic acid"),decreases,bp(MESH:D013577 ! Syndrome),Ascorbic acid inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:85089 ! ledipasvir),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ledipasvir inhibits SARS-CoV-2.
a(CHEBI:85089 ! ledipasvir),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Ledipasvir inhibits SARS Virus.
a(CHEBI:37941 ! clopidogrel),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Clopidogrel inhibits SARS-CoV-2.
a(CHEBI:35475 ! "non-steroidal anti-inflammatory drug"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Non-steroidal anti-inflammatory drug inhibits SARS-CoV-2.
a(CHEBI:15430 ! protoporphyrin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Protoporphyrin inhibits SARS-CoV-2.
a(CHEBI:15430 ! protoporphyrin),decreases,a(TEXT:"Zika Virus"),Protoporphyrin inhibits Zika Virus.
a(CHEBI:32293 ! verteporfin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Verteporfin inhibits SARS-CoV-2.
a(CHEBI:8764 ! "mycophenolate mofetil"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Mycophenolate mofetil inhibits SARS-CoV-2.
a(CHEBI:8764 ! "mycophenolate mofetil"),decreases,bp(MESH:D013577 ! Syndrome),Mycophenolate mofetil inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:8764 ! "mycophenolate mofetil"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Mycophenolate mofetil inhibits SARS Virus.
a(CHEBI:61049 ! "tacrolimus (anhydrous)"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Tacrolimus (anhydrous) inhibits SARS-CoV-2.
a(CHEBI:61049 ! "tacrolimus (anhydrous)"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Tacrolimus (anhydrous) inhibits SARS Virus.
a(CHEBI:4975 ! famotidine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Famotidine inhibits SARS-CoV-2.
a(CHEBI:15760 ! tyramine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Tyramine inhibits SARS-CoV-2.
a(CHEBI:168396 ! "mycophenolic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Mycophenolic acid inhibits SARS-CoV-2.
a(CHEBI:168396 ! "mycophenolic acid"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Mycophenolic acid inhibits SARS Virus.
a(CHEBI:168396 ! "mycophenolic acid"),decreases,bp(MESH:D013577 ! Syndrome),Mycophenolic acid inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:8711 ! quinacrine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Quinacrine inhibits SARS-CoV-2.
a(TEXT:Zinc),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Zinc inhibits SARS-CoV-2.
a(TEXT:Zinc),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Zinc inhibits SARS Virus.
a(TEXT:Zinc),decreases,bp(MESH:D013577 ! Syndrome),Zinc inhibits Middle East Respiratory Syndrome Coronavirus.
a(TEXT:Zinc),decreases,a(TEXT:"Zika Virus"),Zinc inhibits Zika Virus.
a(CHEBI:35176 ! "zinc sulfate"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Zinc sulfate inhibits SARS-CoV-2.
a(CHEBI:17015 ! riboflavin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Riboflavin inhibits SARS-CoV-2.
a(CHEBI:17015 ! riboflavin),decreases,bp(MESH:D013577 ! Syndrome),Riboflavin inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:46793 ! "poly(ethylene glycol)"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Poly(ethylene glycol) inhibits SARS-CoV-2.
a(CHEBI:46793 ! "poly(ethylene glycol)"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Poly(ethylene glycol) inhibits SARS Virus.
a(CHEBI:46793 ! "poly(ethylene glycol)"),decreases,bp(MESH:D006505 ! Hepatitis),Poly(ethylene glycol) inhibits Murine hepatitis virus.
a(CHEBI:77032 ! bromhexine),decreases,bp(MESH:D013577 ! Syndrome),Bromhexine inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:77032 ! bromhexine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Bromhexine inhibits SARS Virus.
a(CHEBI:77032 ! bromhexine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Bromhexine inhibits SARS-CoV-2.
a(CHEBI:17568 ! uracil),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Uracil inhibits SARS-CoV-2.
a(CHEBI:17568 ! uracil),decreases,a(TEXT:"Zika Virus"),Uracil inhibits Zika Virus.
a(CHEBI:37932 ! phenothiazine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Phenothiazine inhibits SARS-CoV-2.
a(CHEBI:37932 ! phenothiazine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Phenothiazine inhibits SARS Virus.
a(CHEBI:4779 ! emedastine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Emedastine inhibits SARS-CoV-2.
